Date,CPU Utilization,CPU Power
2023-10-20 00:22:12,0.00000,0.00000
2023-10-20 00:22:13,0.00000,0.00000
2023-10-20 00:22:14,0.00000,0.00000
2023-10-20 00:22:15,0.00000,0.00000
2023-10-20 00:22:16,0.00000,0.00000
2023-10-20 00:22:17,0.00000,0.00000
2023-10-20 00:22:18,0.00000,0.00000
2023-10-20 00:22:19,0.00000,0.00000
2023-10-20 00:22:20,0.00000,0.00000
