timestamp,pid,%mem
2023-10-20 00:21:57,57841,0.3
2023-10-20 00:21:57,57915,0.1
2023-10-20 00:21:57,57916,0.1
2023-10-20 00:21:57,57918,0.0
2023-10-20 00:21:57,57951,0.3
2023-10-20 00:21:57,57953,0.1
2023-10-20 00:21:57,57967,0.9
2023-10-20 00:21:57,58074,0.1
2023-10-20 00:21:57,58573,0.0
