X.mwu_result_cpu_2.,X.0.0105529960888909.,NA_character_.,X.0.213758680555556.
mwu_result_cpu_2,0.0105529960888909,0.0120605669587325,0.213758680555556
mwu_result_cpu_8,0.000401675558173387,0.0010711348217957,0.295789930555556
mwu_result_memory_2,5.02427091501718e-33,2.08331015145468e-32,-1
mwu_result_memory_8,5.20827537863671e-33,2.08331015145468e-32,-1
mwu_result_network_2,0.0017255566225305,0.0027608905960488,0.261935763888889
mwu_result_network_8,0.000998961140897387,0.00199792228179477,0.274848090277778
mwu_result_energy_2,0.397853509314132,0.397853509314132,-0.0707465277777778
mwu_result_energy_8,0.00295153317653742,0.00393537756871656,-0.248480902777778
