run_id,app_type,microphone,camera,screen,duration,app,network,memory,energy,cpu
174-w,web,1,1,0,8,2,20.2055742733335,2.1147211556535,3.71485843701177,-1.22170023676775
175-w,web,1,1,0,8,1,20.3104929928224,2.24476871685317,3.71552285212716,-1.12157640904298
176-w,web,1,0,1,8,3,19.5095739190888,2.65542907965383,3.71841629585654,-1.13366637480631
177-w,web,1,1,1,8,3,20.3104929928224,2.88475598715846,3.71981421673676,-1.06606577132484
178-w,web,1,1,1,8,2,20.3104929928224,2.68941346457722,3.7086619556749,-1.10602816927518
179-w,web,1,0,1,8,1,17.7413512639891,2.25090990060253,3.7199680334455,-1.1820708453012
18-w,web,1,0,0,2,1,10.5314611088366,2.38857686345816,2.33040164078202,-1.22737881248528
180-w,web,1,1,1,8,3,20.3104929928224,2.88475598715846,3.71864095717842,-1.06508626962261
181-w,web,1,1,0,2,3,17.045858234417,2.46508126279918,2.32996169664919,-1.18587658132953
182-w,web,1,0,1,2,3,15.8844165939857,2.54577323974107,2.3180621387854,-1.13456712930263
183-w,web,1,1,1,2,2,18.3235524071182,2.69861695924526,2.31820758988425,-1.09027918767762
184-w,web,1,0,0,8,3,17.0406940010111,1.96503770589204,3.73363988336802,-1.34847664922225
185-w,web,1,0,0,8,1,16.8895984726698,2.11437850352203,3.72588407179473,-1.2579322153302
186-w,web,1,0,0,2,3,13.8319303921241,1.98601861452701,2.33582542643257,-1.34574899689527
187-w,web,1,0,1,2,1,14.3393157493471,2.27536298851081,2.32805303970006,-1.1743718602094
188-w,web,1,1,0,8,1,20.2827931084307,2.25125679602796,3.71836159450195,-1.1221313467525
189-w,web,1,1,0,2,2,16.5826740798428,2.16203910164431,2.31988814721159,-1.21939075015592
19-w,web,1,1,1,2,1,10.5888301409058,2.38857686345816,2.3328939452272,-1.22778428402235
190-w,web,1,0,1,2,3,15.5874289804801,2.54953712089902,2.32408415135862,-1.14631983729682
191-w,web,1,0,0,8,2,19.0071882573966,1.92870292776501,3.72751402742142,-1.33689350528616
192-w,web,1,1,0,2,2,16.5995453022874,2.16628437033614,2.32180844191673,-1.1946591956879
2-w,web,1,1,1,8,1,18.4831149254285,2.52975242504105,3.72355619645444,-1.10174459406182
20-w,web,1,0,0,8,1,13.4638515974438,2.38857686345816,3.72778721189025,-1.23154550264138
21-w,web,1,0,1,2,2,10.5842040044725,2.38857686345816,2.3287454698464,-1.23157098178379
22-w,web,1,0,1,2,1,10.5468316131878,2.4048375732706,2.33154459351195,-1.23509562471238
23-w,web,1,1,0,8,2,13.4330770070458,2.39046378091933,3.72838339044401,-1.23466051169627
24-w,web,1,1,1,2,1,10.734011633249,2.38857686345816,2.32821468213546,-1.23200426254012
25-w,web,1,1,1,8,1,13.4443731488212,2.4159151496515,3.72800517148152,-1.2315200243829
26-w,web,1,1,0,8,2,13.4493401041131,2.39109281999618,3.72873888846172,-1.2331779539928
27-w,web,1,0,1,2,2,10.5373858920869,2.39107819080234,2.3305150173361,-1.23376550545798
28-w,web,1,0,0,2,2,10.7220983905289,2.39236562877558,2.33045735327612,-1.22991667190498
29-w,web,1,0,0,8,3,13.4143563628437,2.38920580264715,3.72837950452482,-1.23609480604907
3-w,web,1,0,0,8,3,13.7405531251984,2.37011847086593,3.71337570000215,-1.22059480881854
30-w,web,1,0,1,8,2,13.5165469619927,2.390141959847,3.72713791269238,-1.2401310811631
31-w,web,1,1,0,8,2,13.5007281289106,2.39046378091933,3.72768975869437,-1.23776315793682
32-w,web,1,0,1,8,1,13.4113341845773,2.394545813158,3.72720478242112,-1.23701834403703
33-w,web,1,0,1,2,2,10.5620927244638,2.38857686345816,2.33368047337741,-1.28518214670061
34-w,web,1,0,0,2,3,10.5772460642631,2.39358004460603,2.33671165361833,-1.28501717804029
35-w,web,1,0,1,2,1,10.5255198981601,2.38857686345816,2.33621616252928,-1.28507216310066
36-w,web,1,0,0,2,1,10.5807278521314,2.39867316161278,2.3371602991111,-1.28378119944772
37-w,web,1,0,0,8,3,13.4835015680138,2.39046378091933,3.731964184001,-1.28556723095356
38-w,web,1,0,1,2,3,10.5290866012086,2.39107819080234,2.33216827223406,-1.28022324819815
39-w,web,1,0,0,8,1,13.4622069166254,2.39393122410033,3.73247226689145,-1.28400076337063
4-w,web,1,1,1,2,2,10.5397512270284,2.38606143975698,2.30999376946952,-1.23884320829279
40-w,web,1,0,1,2,1,10.5278983598405,2.39614096617351,2.33515732350101,-1.2845774591555
41-w,web,1,0,0,2,3,10.574921732019,2.39867316161278,2.33314254306744,-1.28134335324785
42-w,web,1,1,1,2,1,10.5278983598405,2.39614096617351,2.33281886631876,-1.28309552237775
43-w,web,1,0,0,2,2,10.5373858920869,2.39232173654944,2.33315813930998,-1.28411057214903
44-w,web,1,1,0,2,3,10.5195621641559,2.40233335439979,2.33941892758244,-1.28586995192656
45-w,web,1,0,0,8,1,13.4190500663295,2.39675566933986,3.73273588484718,-1.28545718438317
46-w,web,1,0,1,8,2,13.540881095572,2.39990286103923,3.73221293477678,-1.28205462458457
47-w,web,1,1,1,8,1,13.4136850926409,2.40463252975524,3.73232180435761,-1.28452251447738
48-w,web,1,0,0,8,1,13.4456986625596,2.39767778358606,3.73228382231048,-1.28230100819496
49-w,web,1,1,1,8,1,13.5313044883511,2.39296550543565,3.73206025555952,-1.28219149328679
5-w,web,1,1,0,8,3,13.4420517595602,2.38794795757147,3.71897957106969,-1.24095652247704
50-w,web,1,1,0,8,3,13.4234003986972,2.40211371114801,3.7304047014174,-1.28320518391124
51-w,web,1,0,1,2,2,10.5899851201813,2.39482385196934,2.34017712835313,-1.27894149562797
52-w,web,1,1,1,2,1,10.5373858920869,2.40750345938574,2.33437097912488,-1.28465988457737
53-w,web,1,1,1,8,2,13.5434285242843,2.394545813158,3.73090170262002,-1.28405566552413
54-w,web,1,1,1,8,2,13.4310781092485,2.394545813158,3.7312621230466,-1.2833422858812
55-w,web,1,1,1,2,3,10.6175200573627,2.53952237266826,2.33415774245607,-1.28284884901555
56-w,web,1,1,1,8,2,13.4177099335338,2.39422388159734,3.73197846221941,-1.28512715265372
57-w,web,1,1,1,8,3,13.4825228269866,2.39517506817378,3.73327209762533,-1.28336970961703
58-w,web,1,0,0,8,3,13.4466923238916,2.3945604466177,3.73133598358087,-1.28413802713861
59-w,web,1,0,0,8,3,13.432410890442,2.40019566531719,3.73257675494314,-1.28573233458533
6-w,web,1,0,0,2,1,10.5219472467301,2.38857686345816,2.33352068361557,-1.24717761679805
60-w,web,1,0,0,8,1,13.4815436924375,2.39077098189073,3.72873573227051,-1.26180176140498
61-w,web,1,0,0,2,3,10.530274183952,2.39482385196934,2.33234291086823,-1.26172203492527
62-w,web,1,1,0,2,1,10.5842040044725,2.39109281999618,2.33148405944531,-1.26449120886245
63-w,web,1,0,0,8,2,13.4307447997097,2.39359467687799,3.72926825991779,-1.26350476259244
64-w,web,1,1,1,8,2,13.5191199104869,2.39078561070648,3.72938618365305,-1.26262613429011
65-w,web,1,0,1,8,2,13.4213935210436,2.39328740294626,3.72993097659214,-1.26470467825273
66-w,web,1,1,1,8,1,13.4210588801855,2.53542102033819,3.72980681114032,-1.26403780346236
67-w,web,1,1,0,8,1,13.517833775558,2.53573190582451,3.72813490423971,-1.26174860940922
68-w,web,1,0,1,2,2,10.5314611088366,2.53956679904548,2.33412755460794,-1.26087218360052
69-w,web,1,0,0,8,2,13.4347415002516,2.50717778866033,3.72938157372574,-1.26379788465388
7-w,web,1,0,1,8,3,13.5029942569152,2.38857686345816,3.73006167325341,-1.24273959254792
70-w,web,1,0,0,2,2,10.5243296763093,2.38857686345816,2.32898041532375,-1.26201440977723
71-w,web,1,1,0,2,3,10.5195621641559,2.39614096617351,2.33096155724225,-1.2611111000694
72-w,web,1,1,0,2,1,10.6536935953339,2.38857686345816,2.33303433746056,-1.26140321979522
73-w,web,1,1,1,8,1,13.4096535699253,2.39611169538572,3.72810648107988,-1.26241329982725
74-w,web,1,0,1,8,3,13.4173747847676,2.38952759836485,3.72920274075033,-1.26092526910913
75-w,web,1,1,0,2,1,10.5207550374549,2.39362394147591,2.33191552898897,-1.26206758197241
76-w,web,1,1,1,2,2,10.5807278521314,2.38857686345816,2.33262870628655,-1.2642244640793
77-w,web,1,1,0,2,1,10.5432943429671,2.39993214114339,2.33122919049474,-1.25708693399783
78-w,web,1,1,1,8,2,13.465166542205,2.38983477513526,3.72848757604895,-1.26182833891704
79-w,web,1,1,0,2,3,10.6049436359136,2.38857686345816,2.32847423519626,-1.26409112996681
8-w,web,1,1,1,8,3,13.443046912082,2.38888401564593,3.72908697977818,-1.24382709997679
80-w,web,1,1,0,2,2,10.5527141279109,2.4010887627816,2.33362883678629,-1.26196124162386
81-w,web,1,0,1,2,2,10.5772460642631,2.44244909751564,2.33197018157218,-1.26462461956386
82-w,web,1,0,1,8,2,13.467465987239,2.39172189236263,3.72789048737918,-1.26166888898462
83-w,web,1,1,1,2,2,10.5255198981601,2.5166047479121,2.3332682808696,-1.26254631377057
84-w,web,1,1,1,8,3,13.4605611233716,2.38920580264715,3.72885031993566,-1.26182833891704
85-w,web,1,0,1,8,1,13.5364166881724,2.39422388159734,3.72539846649371,-1.23907485674285
86-w,web,1,0,1,8,1,13.407298753367,2.39611169538572,3.72801634762202,-1.26353140496382
87-w,web,1,1,0,2,3,10.5737586216554,2.38857686345816,2.33048569704164,-1.26419779521615
88-w,web,1,0,0,8,3,17.0490186886032,1.96503770589204,3.73266744756709,-1.34448030375805
89-w,web,1,0,0,2,2,15.518622934016,1.92870292776501,2.32932098857059,-1.33134563325549
9-w,web,1,0,1,8,3,13.4059521177194,2.38857686345816,3.73070763243226,-1.24650105963077
90-w,web,1,1,1,8,2,20.3104929928224,2.68782524543689,3.70966309072541,-1.13090253849217
91-w,web,1,1,0,2,3,16.9304056483963,2.52560991929951,2.32099577498794,-1.18842399799407
92-w,web,1,1,0,8,1,20.3104929928224,2.251271250234,3.71657935122623,-1.11995803507343
94-w,web,1,1,0,2,1,16.9103828852115,2.27536298851081,2.32601901917075,-1.1101356191809
95-w,web,1,1,0,8,3,20.3104929928224,2.5205224493743,3.71490668342081,-1.18333738596512
96-w,web,1,1,0,8,1,20.3104929928224,2.25186388852234,3.71894549417021,-1.10818873407076
97-w,web,1,1,0,2,2,16.4887930574815,2.15836883663136,2.32630465852852,-1.21412071729135
98-w,web,1,1,0,8,1,20.2380152992713,2.251271250234,3.71753506996371,-1.11331683718573
99-w,web,1,0,0,8,2,19.0032225187533,1.92870292776501,3.72687768630009,-1.29509962251759
93-w,web,1,0,0,2,3,10.530274183952,2.39482385196934,2.33234291086823,-1.26172203492527
1-e,electron,1,1,0,2,3,17.063527365916,1.41141911414702,2.32262537635636,-1.12778995731261
10-e,electron,1,0,0,8,3,12.4992830110181,1.15076700233568,3.72792183242748,-1.2939284410354
100-e,electron,1,1,0,8,2,20.199768764874,1.1515868001385,3.71983185296882,-1.18527697676088
101-e,electron,1,0,1,8,2,21.4050585937509,1.36849020504525,3.71213318748851,-1.08268807063726
102-e,electron,1,0,1,8,2,21.4050585937509,1.34904430532633,3.71169694472704,-1.07760619396198
103-e,electron,1,0,1,8,1,14.480314567665,0.90375067558373,3.71649333862434,-1.2054345903223
104-e,electron,1,0,1,2,2,17.878381733557,1.33652253435866,2.31299879704957,-1.08375038959737
105-e,electron,1,1,0,8,2,20.1750020619261,1.15131779365953,3.72035320667685,-1.19820991571088
106-e,electron,1,0,0,8,2,18.985268664303,1.02437775276304,3.73098043451621,-1.31177698768368
107-e,electron,1,0,1,8,3,14.0459671334344,1.5467287180113,3.71890651270245,-1.12743240296776
108-e,electron,1,1,0,2,1,16.1765766673168,0.826956576320935,2.31934276892628,-1.05365894087972
109-e,electron,1,0,0,8,2,18.9880704831795,1.02086965118963,3.73016180594491,-1.31657666790344
11-e,electron,1,1,0,8,1,19.4253265526133,0.796293760483273,3.70721022223922,-1.10096405213102
110-e,electron,1,1,1,8,2,21.4050585937509,1.51874965280795,3.7052785986846,-1.0682159778356
111-e,electron,1,0,1,8,1,15.0198106065506,0.904022260675838,3.71270517585816,-1.21813857897499
112-e,electron,1,1,0,2,2,16.3077808202835,1.15295760876961,2.32814904865059,-1.19894153820412
113-e,electron,1,1,0,2,1,16.0468372268511,0.834250521479692,2.31837478312225,-1.06360855982683
114-e,electron,1,1,1,2,1,15.1932492896197,0.952216115460831,2.32107075726732,-1.15424036116343
115-e,electron,1,0,0,2,3,13.9775421228102,1.21895911426926,2.31791468723824,-1.28016865622332
116-e,electron,1,1,1,2,3,17.0577329474665,1.70852947607373,2.33191943284368,-1.06344220495449
117-e,electron,1,0,0,2,1,12.2449587438158,0.790718284516517,2.32914778041769,-1.37284799418823
118-e,electron,1,1,0,2,3,17.0408607385793,1.41707971013376,2.31185740892174,-1.12224237727403
119-e,electron,1,1,1,8,3,20.6265128564196,1.6908857593387,3.72073651922422,-1.05749383333928
12-e,electron,1,0,1,2,3,10.6726665557296,1.54961109082313,2.31840643787637,-1.12884114064834
120-e,electron,1,1,1,2,1,15.4051429224809,0.970303554058841,2.32453257882406,-1.15389440709418
121-e,electron,1,0,0,2,2,15.1664727116165,1.05643761728817,2.33272622875394,-1.31481931170333
122-e,electron,1,0,1,2,1,12.70798168126,0.911940452129175,2.32584916752991,-1.22157453744862
123-e,electron,1,0,1,8,3,14.117864852003,1.54614966509521,3.72125006584098,-1.12955758247661
124-e,electron,1,0,1,2,1,12.5562307934867,0.911940452129175,2.32064249359702,-1.22049439648277
125-e,electron,1,0,0,8,1,13.3066234207,0.739592066833531,3.7259442081732,-1.38633840148989
126-e,electron,1,0,0,8,2,18.48789303024,1.02437775276304,3.72959409364235,-1.33704253255583
127-e,electron,1,0,0,2,1,12.3137330058599,0.786540187821775,2.32687961691009,-1.37516427300121
128-e,electron,1,1,1,2,2,18.3546448218258,1.54386076457031,2.30920441690059,-1.03620835650659
129-e,electron,1,0,1,2,2,17.8942729388227,1.3789106550734,2.30739984720185,-1.08566571665698
13-e,electron,1,1,0,8,3,20.6633414859112,1.41538244565372,3.71149073126187,-1.12575835885384
130-e,electron,1,0,0,2,1,12.147282070712,0.78645544602056,2.33139422796987,-1.37554593295117
131-e,electron,1,0,0,8,1,12.2284100329623,0.777153514662438,3.71907591173383,-1.36950122049922
132-e,electron,1,1,0,8,3,20.9830011734994,1.41705318766887,3.7303082290081,-1.11631120813463
133-e,electron,1,1,0,8,3,20.4339821398307,1.37128524967224,3.73670114585017,-1.12839367020631
134-e,electron,1,1,0,2,2,16.5032138418346,1.41141911414702,2.31650141835558,-1.099080580944
135-e,electron,1,1,0,2,1,16.010031886375,0.831114738335375,2.31126381188785,-1.07074837365222
136-e,electron,1,0,1,8,2,19.0082420880601,1.41792847438312,3.71398615598557,-1.11867436559106
137-e,electron,1,1,0,8,3,20.4800871802348,1.38608090917946,3.7337700984747,-1.12633832299154
138-e,electron,1,1,0,8,2,19.000815191503,1.4119889732287,3.71123729004012,-1.11893979582046
139-e,electron,1,1,1,2,3,17.4964435807116,1.70641813245404,2.32821468213546,-1.03782575702826
14-e,electron,1,1,0,8,1,19.3883837668264,0.731109721248596,3.71035889083241,-1.10187475144948
140-e,electron,1,0,0,8,1,13.3059216275363,0.694069476070421,3.72236189119641,-1.3869874080623
141-e,electron,1,1,0,8,3,20.7574944965559,1.41510402182162,3.71752574068783,-1.12468868716054
142-e,electron,1,1,0,8,3,20.7298697088829,1.41226729095527,3.70745798578229,-1.12662845261933
143-e,electron,1,1,0,2,2,16.2549275724693,1.15404675542355,2.33139422796987,-1.19419830884831
144-e,electron,1,1,0,2,1,16.3406619115451,0.831114738335375,2.31131462000755,-1.11235027439352
145-e,electron,1,0,1,8,2,21.4050585937509,1.35210878278733,3.71770224572157,-1.07993185798801
146-e,electron,1,1,0,8,3,20.8973112158133,1.41566087896406,3.71547020710713,-1.12464414648164
147-e,electron,1,1,0,8,2,19.8398518401179,1.15240669160025,3.71749701579455,-1.20873895315719
148-e,electron,1,1,1,2,3,16.7307245167756,1.70525298602429,2.32929848298687,-1.04994212227263
149-e,electron,1,0,1,2,3,12.0768306987758,1.54957067711609,2.32657451791288,-1.13081280855002
15-e,electron,1,0,1,2,3,10.6693304952973,1.54957067711609,2.32551625345653,-1.12996084606471
150-e,electron,1,1,0,8,3,20.8709553940113,1.29472687356054,3.70783286306944,-1.12442147780027
151-e,electron,1,1,1,2,1,15.6147675075448,0.963919829237345,2.33238973617169,-1.15267319828088
152-e,electron,1,0,1,8,1,14.4643226499049,0.905071677845525,3.71965670165853,-1.21833878578555
153-e,electron,1,1,1,2,3,16.7456016654505,1.70619879960005,2.32555946978177,-1.05958283137386
154-e,electron,1,0,0,2,2,15.1786477817707,1.05643761728817,2.33229901016137,-1.31323894411179
155-e,electron,1,0,0,2,1,12.2217572287341,0.786540187821775,2.32670108149087,-1.37583234593002
156-e,electron,1,0,0,2,2,15.1749845742389,1.0259878201034,2.33344467711502,-1.32385939500018
157-e,electron,1,0,0,2,2,15.164131243301,1.02490601343433,2.33058147349799,-1.32013502116352
158-e,electron,1,0,1,2,3,12.0726881525756,1.55306041938607,2.3336249395772,-1.11913892204399
159-e,electron,1,0,0,2,1,12.2559257870736,0.735631238655539,2.32665889540554,-1.38033846501791
16-e,electron,1,1,1,2,2,18.4220790979203,1.55191498278757,2.31295105792076,-1.02113603911569
160-e,electron,1,0,0,2,3,13.9145794730618,1.15295760876961,2.32776887774967,-1.28435770732538
161-e,electron,1,1,1,8,1,18.7478333842569,0.929851860484983,3.72287973617462,-1.1335313442745
162-e,electron,1,1,1,2,2,15.4836090900567,1.41822025741527,2.31835598763944,-1.10576664368786
163-e,electron,1,1,1,2,3,17.0178401991261,1.71345323711718,2.31654898885173,-1.04163745668875
164-e,electron,1,1,1,2,3,17.2245152860932,1.70876257588266,2.32134695942598,-1.03861523207802
165-e,electron,1,0,1,8,1,15.0404248156743,0.832420097545714,3.71114933642789,-1.19828304678053
166-e,electron,1,1,1,2,3,17.5708853457406,1.71434500447588,2.32468790826516,-1.02800169341592
167-e,electron,1,1,1,8,3,20.9128477030085,1.68679470872974,3.7185281422702,-1.03229744724687
168-e,electron,1,0,1,2,3,13.560238442963,1.54961109082313,2.32438214195004,-1.11020132010398
169-e,electron,1,1,1,8,1,18.5685879982728,0.941316005529327,3.71794645398463,-1.13872302108884
17-e,electron,1,0,0,2,3,9.7971510877763,1.15623836235686,2.33624628760106,-1.31660551741704
170-e,electron,1,1,1,8,3,20.711325892884,1.68736926174081,3.72156506124962,-1.04793580382177
171-e,electron,1,1,1,2,2,18.3428919524925,1.5450051393123,2.30319560091482,-1.0277413506511
172-e,electron,1,0,1,8,3,14.0501170883972,1.54614966509521,3.71224326750003,-1.12850551579963
173-e,electron,1,1,0,2,2,16.2937067782877,1.15295760876961,2.32877679908901,-1.18772624151379
174-e,electron,1,0,1,8,2,21.4050585937509,1.39038876746857,3.71420146455217,-1.08287919601235
175-e,electron,1,1,0,8,1,19.4401461098388,0.799920684304198,3.70912328499839,-1.07248951486957
176-e,electron,1,0,1,8,3,16.3281620851609,1.52948147887453,3.71672555575187,-1.10991665177821
177-e,electron,1,1,1,8,3,20.9214362514169,1.69438990708243,3.71738284463789,-1.03024755405352
178-e,electron,1,1,1,8,2,19.011485549198,1.41368553330817,3.7107188456189,-1.10996044086934
179-e,electron,1,0,1,8,1,14.8264792105158,0.907714521444621,3.71327979734831,-1.2015566596907
18-e,electron,1,0,0,2,1,12.3046444951218,0.587287742267533,2.34161738974195,-1.43373578035109
180-e,electron,1,1,1,8,3,20.8717140952112,1.69028361790353,3.72052162764657,-1.03368661760294
181-e,electron,1,1,0,2,3,17.2268563532579,1.37976863638395,2.32332845176602,-1.10746795423052
182-e,electron,1,0,1,2,3,12.9749949859448,1.54961109082313,2.32444802231154,-1.10406862088548
183-e,electron,1,1,1,2,2,15.4398544456774,1.41368553330817,2.31394316690043,-1.11701727070251
